id,candidate_id,book_id,pair,direction,reason,recorded_at,status,settled_at
91,33,C_grade_based,AUD/USD,SELL,eligibility,2026-09-08 18:22:24,PENDING,
92,33,D_no_da,AUD/USD,SELL,eligibility,2026-09-08 18:22:24,PENDING,
93,33,E_no_dd_gate,AUD/USD,SELL,eligibility,2026-09-08 18:22:24,PENDING,
94,33,F_sentiment_only,AUD/USD,SELL,eligibility,2026-09-08 18:22:24,PENDING,
95,34,F_sentiment_only,EUR/JPY,BUY,eligibility,2026-09-08 21:18:35,SETTLED,2026-09-09 02:31:41
96,35,A_control,AUD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
97,35,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
98,35,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
99,35,D_no_da,AUD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
101,35,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
102,36,A_control,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
103,36,B_conf6_rr15,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
104,36,C_grade_based,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
105,36,D_no_da,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
106,36,E_no_dd_gate,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
107,36,F_sentiment_only,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
108,37,A_control,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
109,37,B_conf6_rr15,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
110,37,C_grade_based,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
111,37,D_no_da,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
112,37,E_no_dd_gate,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
113,37,F_sentiment_only,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
114,38,B_conf6_rr15,CHF/JPY,BUY,sizing,2026-09-09 05:18:20,PENDING,
115,38,D_no_da,CHF/JPY,BUY,sizing,2026-09-09 05:18:20,PENDING,
116,38,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
117,39,A_control,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
118,39,B_conf6_rr15,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
119,39,C_grade_based,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
120,39,D_no_da,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
121,39,E_no_dd_gate,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
122,39,F_sentiment_only,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
123,40,A_control,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
124,40,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
125,40,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
126,40,D_no_da,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
127,40,E_no_dd_gate,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
128,40,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
129,41,A_control,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
130,41,B_conf6_rr15,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
131,41,C_grade_based,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
132,41,D_no_da,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
133,41,E_no_dd_gate,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
134,41,F_sentiment_only,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
135,42,A_control,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
136,42,B_conf6_rr15,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
137,42,C_grade_based,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
138,42,D_no_da,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
139,42,E_no_dd_gate,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
140,42,F_sentiment_only,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
142,43,B_conf6_rr15,USD/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
144,43,D_no_da,USD/JPY,BUY,sizing,2026-09-09 12:31:48,PENDING,
145,43,F_sentiment_only,USD/JPY,BUY,eligibility,2026-09-09 12:31:48,PENDING,
146,44,A_control,NZD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-10 13:31:20
147,44,B_conf6_rr15,NZD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-10 13:31:20
148,44,C_grade_based,NZD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-10 13:31:20
149,44,D_no_da,NZD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-10 13:31:20
150,44,F_sentiment_only,NZD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-10 13:31:20
151,45,A_control,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
152,45,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
153,45,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
154,45,D_no_da,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
155,45,E_no_dd_gate,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
156,45,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
157,46,B_conf6_rr15,EUR/JPY,BUY,sizing,2026-09-09 18:22:54,PENDING,
158,46,D_no_da,EUR/JPY,BUY,sizing,2026-09-09 18:22:54,PENDING,
159,46,F_sentiment_only,EUR/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
160,47,A_control,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
161,47,B_conf6_rr15,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
162,47,C_grade_based,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
163,47,D_no_da,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
164,47,E_no_dd_gate,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
165,47,F_sentiment_only,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
166,48,A_control,GBP/NZD,SELL,eligibility,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
167,48,B_conf6_rr15,GBP/NZD,SELL,eligibility,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
168,48,C_grade_based,GBP/NZD,SELL,eligibility,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
169,48,D_no_da,GBP/NZD,SELL,eligibility,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
170,48,E_no_dd_gate,GBP/NZD,SELL,sizing,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
171,48,F_sentiment_only,GBP/NZD,SELL,eligibility,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
173,49,B_conf6_rr15,CHF/JPY,BUY,eligibility,2026-09-09 21:19:30,PENDING,
175,49,D_no_da,CHF/JPY,BUY,sizing,2026-09-09 21:19:30,PENDING,
176,49,E_no_dd_gate,CHF/JPY,BUY,sizing,2026-09-09 21:19:30,PENDING,
177,49,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-09 21:19:30,PENDING,
178,50,A_control,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
179,50,B_conf6_rr15,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
180,50,C_grade_based,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
181,50,D_no_da,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
182,50,E_no_dd_gate,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
183,50,F_sentiment_only,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
184,51,A_control,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,PENDING,
185,51,B_conf6_rr15,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,PENDING,
186,51,C_grade_based,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,PENDING,
187,51,D_no_da,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,PENDING,
188,51,E_no_dd_gate,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,PENDING,
189,51,F_sentiment_only,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,PENDING,
190,52,A_control,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
191,52,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
192,52,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
193,52,D_no_da,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
194,52,E_no_dd_gate,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
195,52,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
196,53,A_control,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,PENDING,
197,53,B_conf6_rr15,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,PENDING,
198,53,C_grade_based,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,PENDING,
199,53,D_no_da,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,PENDING,
200,53,E_no_dd_gate,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,PENDING,
201,53,F_sentiment_only,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,PENDING,
202,54,A_control,USD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
203,54,B_conf6_rr15,USD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
204,54,C_grade_based,USD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
205,54,D_no_da,USD/JPY,BUY,sizing,2026-09-10 12:25:24,PENDING,
206,54,E_no_dd_gate,USD/JPY,BUY,sizing,2026-09-10 12:25:24,PENDING,
207,54,F_sentiment_only,USD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
208,55,A_control,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
209,55,B_conf6_rr15,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
210,55,C_grade_based,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
211,55,D_no_da,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
212,55,E_no_dd_gate,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
213,55,F_sentiment_only,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
214,56,A_control,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
215,56,B_conf6_rr15,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
216,56,C_grade_based,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
217,56,D_no_da,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
218,56,E_no_dd_gate,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
219,56,F_sentiment_only,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
221,57,B_conf6_rr15,CHF/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
223,57,D_no_da,CHF/JPY,BUY,sizing,2026-09-10 12:25:24,PENDING,
224,57,E_no_dd_gate,CHF/JPY,BUY,sizing,2026-09-10 12:25:24,PENDING,
225,57,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
226,58,A_control,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,PENDING,
227,58,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,PENDING,
228,58,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,PENDING,
229,58,D_no_da,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,PENDING,
230,58,E_no_dd_gate,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,PENDING,
231,58,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,PENDING,
232,59,A_control,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
233,59,B_conf6_rr15,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
234,59,C_grade_based,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
235,59,D_no_da,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
236,59,E_no_dd_gate,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
237,59,F_sentiment_only,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
238,60,A_control,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
239,60,B_conf6_rr15,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
240,60,C_grade_based,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
241,60,D_no_da,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
242,60,E_no_dd_gate,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
243,60,F_sentiment_only,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
244,61,A_control,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
245,61,B_conf6_rr15,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
246,61,C_grade_based,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
247,61,D_no_da,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
248,61,E_no_dd_gate,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
249,61,F_sentiment_only,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
250,62,A_control,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
251,62,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
252,62,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
253,62,D_no_da,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
254,62,E_no_dd_gate,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
255,62,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
256,63,A_control,AUD/CHF,SELL,eligibility,2026-09-11 12:23:14,PENDING,
257,63,B_conf6_rr15,AUD/CHF,SELL,eligibility,2026-09-11 12:23:14,PENDING,
258,63,C_grade_based,AUD/CHF,SELL,eligibility,2026-09-11 12:23:14,PENDING,
259,63,D_no_da,AUD/CHF,SELL,eligibility,2026-09-11 12:23:14,PENDING,
260,63,E_no_dd_gate,AUD/CHF,SELL,eligibility,2026-09-11 12:23:14,PENDING,
261,63,F_sentiment_only,AUD/CHF,SELL,eligibility,2026-09-11 12:23:14,PENDING,
262,64,A_control,USD/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
263,64,B_conf6_rr15,USD/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
264,64,C_grade_based,USD/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
265,64,D_no_da,USD/JPY,BUY,sizing,2026-09-11 12:23:14,PENDING,
266,64,E_no_dd_gate,USD/JPY,BUY,sizing,2026-09-11 12:23:14,PENDING,
267,64,F_sentiment_only,USD/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
268,65,A_control,CHF/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
269,65,B_conf6_rr15,CHF/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
270,65,C_grade_based,CHF/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
271,65,D_no_da,CHF/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
272,65,E_no_dd_gate,CHF/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
273,65,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
274,66,A_control,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
275,66,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
276,66,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
277,66,D_no_da,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
278,66,E_no_dd_gate,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
279,66,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
