id,candidate_id,book_id,pair,direction,reason,recorded_at,status,settled_at
30,20,F_sentiment_only,EUR/AUD,BUY,eligibility,2026-09-07 13:42:05,SETTLED,2026-09-21 14:31:32
31,21,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-07 13:42:05,SETTLED,2026-09-16 00:31:20
32,22,A_control,GBP/AUD,BUY,eligibility,2026-09-07 13:42:05,SETTLED,2026-09-21 14:31:32
33,22,B_conf6_rr15,GBP/AUD,BUY,eligibility,2026-09-07 13:42:05,SETTLED,2026-09-21 14:31:32
34,22,C_grade_based,GBP/AUD,BUY,eligibility,2026-09-07 13:42:05,SETTLED,2026-09-21 14:31:32
35,22,D_no_da,GBP/AUD,BUY,eligibility,2026-09-07 13:42:05,SETTLED,2026-09-21 14:31:32
36,22,E_no_dd_gate,GBP/AUD,BUY,eligibility,2026-09-07 13:42:05,SETTLED,2026-09-21 14:31:32
37,22,F_sentiment_only,GBP/AUD,BUY,eligibility,2026-09-07 13:42:05,SETTLED,2026-09-21 14:31:32
38,23,A_control,AUD/CHF,SELL,eligibility,2026-09-08 05:18:55,PENDING,
39,23,B_conf6_rr15,AUD/CHF,SELL,eligibility,2026-09-08 05:18:55,PENDING,
40,23,C_grade_based,AUD/CHF,SELL,eligibility,2026-09-08 05:18:55,PENDING,
41,23,D_no_da,AUD/CHF,SELL,eligibility,2026-09-08 05:18:55,PENDING,
42,23,E_no_dd_gate,AUD/CHF,SELL,eligibility,2026-09-08 05:18:55,PENDING,
43,23,F_sentiment_only,AUD/CHF,SELL,eligibility,2026-09-08 05:18:55,PENDING,
44,24,A_control,GBP/JPY,BUY,sizing,2026-09-08 05:18:55,SETTLED,2026-09-08 05:31:20
45,24,B_conf6_rr15,GBP/JPY,BUY,sizing,2026-09-08 05:18:55,SETTLED,2026-09-08 05:31:20
46,24,C_grade_based,GBP/JPY,BUY,sizing,2026-09-08 05:18:55,SETTLED,2026-09-08 05:31:20
47,24,D_no_da,GBP/JPY,BUY,sizing,2026-09-08 05:18:55,SETTLED,2026-09-08 05:31:20
48,24,E_no_dd_gate,GBP/JPY,BUY,sizing,2026-09-08 05:18:55,SETTLED,2026-09-08 05:31:20
49,24,F_sentiment_only,GBP/JPY,BUY,eligibility,2026-09-08 05:18:55,SETTLED,2026-09-08 05:31:20
50,25,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-08 05:18:55,SETTLED,2026-09-08 05:31:20
51,26,A_control,AUD/CAD,SELL,eligibility,2026-09-08 11:20:07,SETTLED,2026-09-10 16:01:39
52,26,B_conf6_rr15,AUD/CAD,SELL,eligibility,2026-09-08 11:20:07,SETTLED,2026-09-10 16:01:39
53,26,C_grade_based,AUD/CAD,SELL,eligibility,2026-09-08 11:20:07,SETTLED,2026-09-10 16:01:39
54,26,D_no_da,AUD/CAD,SELL,eligibility,2026-09-08 11:20:07,SETTLED,2026-09-10 16:01:39
55,26,E_no_dd_gate,AUD/CAD,SELL,eligibility,2026-09-08 11:20:07,SETTLED,2026-09-10 16:01:39
56,26,F_sentiment_only,AUD/CAD,SELL,eligibility,2026-09-08 11:20:07,SETTLED,2026-09-10 16:01:39
57,27,A_control,AUD/CHF,SELL,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-17 08:01:39
58,27,B_conf6_rr15,AUD/CHF,SELL,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-17 08:01:40
59,27,C_grade_based,AUD/CHF,SELL,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-17 08:01:40
60,27,D_no_da,AUD/CHF,SELL,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-17 08:01:40
61,27,E_no_dd_gate,AUD/CHF,SELL,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-17 08:01:40
62,27,F_sentiment_only,AUD/CHF,SELL,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-17 08:01:40
63,28,A_control,USD/JPY,BUY,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-09 02:31:41
64,28,B_conf6_rr15,USD/JPY,BUY,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-09 02:31:41
65,28,C_grade_based,USD/JPY,BUY,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-09 02:31:41
66,28,F_sentiment_only,USD/JPY,BUY,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-09 02:31:41
67,29,A_control,EUR/AUD,BUY,eligibility,2026-09-08 12:18:20,PENDING,
68,29,B_conf6_rr15,EUR/AUD,BUY,eligibility,2026-09-08 12:18:20,PENDING,
69,29,C_grade_based,EUR/AUD,BUY,eligibility,2026-09-08 12:18:20,PENDING,
72,29,F_sentiment_only,EUR/AUD,BUY,eligibility,2026-09-08 12:18:20,PENDING,
73,30,A_control,AUD/CAD,SELL,eligibility,2026-09-08 12:18:20,PENDING,
74,30,B_conf6_rr15,AUD/CAD,SELL,eligibility,2026-09-08 12:18:20,PENDING,
75,30,C_grade_based,AUD/CAD,SELL,eligibility,2026-09-08 12:18:20,PENDING,
76,30,D_no_da,AUD/CAD,SELL,eligibility,2026-09-08 12:18:20,PENDING,
77,30,E_no_dd_gate,AUD/CAD,SELL,eligibility,2026-09-08 12:18:20,PENDING,
78,30,F_sentiment_only,AUD/CAD,SELL,eligibility,2026-09-08 12:18:20,PENDING,
79,31,A_control,AUD/NZD,SELL,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-09 21:01:41
80,31,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-09 21:01:41
81,31,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-09 21:01:41
82,31,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-08 12:18:20,SETTLED,2026-09-09 21:01:41
83,32,A_control,GBP/JPY,BUY,eligibility,2026-09-08 18:22:24,SETTLED,2026-09-09 02:31:41
84,32,B_conf6_rr15,GBP/JPY,BUY,eligibility,2026-09-08 18:22:24,SETTLED,2026-09-09 02:31:41
85,32,C_grade_based,GBP/JPY,BUY,eligibility,2026-09-08 18:22:24,SETTLED,2026-09-09 02:31:41
86,32,D_no_da,GBP/JPY,BUY,eligibility,2026-09-08 18:22:24,SETTLED,2026-09-09 02:31:41
87,32,E_no_dd_gate,GBP/JPY,BUY,eligibility,2026-09-08 18:22:24,SETTLED,2026-09-09 02:31:41
88,32,F_sentiment_only,GBP/JPY,BUY,eligibility,2026-09-08 18:22:24,SETTLED,2026-09-09 02:31:41
89,33,A_control,AUD/USD,SELL,eligibility,2026-09-08 18:22:24,PENDING,
90,33,B_conf6_rr15,AUD/USD,SELL,eligibility,2026-09-08 18:22:24,PENDING,
91,33,C_grade_based,AUD/USD,SELL,eligibility,2026-09-08 18:22:24,PENDING,
92,33,D_no_da,AUD/USD,SELL,eligibility,2026-09-08 18:22:24,PENDING,
93,33,E_no_dd_gate,AUD/USD,SELL,eligibility,2026-09-08 18:22:24,PENDING,
94,33,F_sentiment_only,AUD/USD,SELL,eligibility,2026-09-08 18:22:24,PENDING,
95,34,F_sentiment_only,EUR/JPY,BUY,eligibility,2026-09-08 21:18:35,SETTLED,2026-09-09 02:31:41
96,35,A_control,AUD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-13 23:31:24
97,35,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-13 23:31:24
98,35,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-13 23:31:24
99,35,D_no_da,AUD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-13 23:31:24
101,35,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-13 23:31:24
102,36,A_control,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-14 00:01:41
103,36,B_conf6_rr15,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-14 00:01:41
104,36,C_grade_based,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-14 00:01:41
105,36,D_no_da,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-14 00:01:41
106,36,E_no_dd_gate,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-14 00:01:41
107,36,F_sentiment_only,NZD/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-14 00:01:41
108,37,A_control,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
109,37,B_conf6_rr15,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
110,37,C_grade_based,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
111,37,D_no_da,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
112,37,E_no_dd_gate,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
113,37,F_sentiment_only,CAD/JPY,BUY,eligibility,2026-09-09 05:18:20,PENDING,
114,38,B_conf6_rr15,CHF/JPY,BUY,sizing,2026-09-09 05:18:20,SETTLED,2026-09-11 15:02:12
115,38,D_no_da,CHF/JPY,BUY,sizing,2026-09-09 05:18:20,SETTLED,2026-09-11 15:02:12
116,38,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-09 05:18:20,SETTLED,2026-09-11 15:02:12
117,39,A_control,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
118,39,B_conf6_rr15,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
119,39,C_grade_based,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
120,39,D_no_da,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
121,39,E_no_dd_gate,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
122,39,F_sentiment_only,GBP/AUD,BUY,eligibility,2026-09-09 05:18:20,PENDING,
123,40,A_control,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-14 00:01:41
124,40,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-14 00:01:41
125,40,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-14 00:01:41
126,40,D_no_da,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-14 00:01:41
127,40,E_no_dd_gate,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-14 00:01:41
128,40,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-14 00:01:41
129,41,A_control,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
130,41,B_conf6_rr15,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
131,41,C_grade_based,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
132,41,D_no_da,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
133,41,E_no_dd_gate,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
134,41,F_sentiment_only,AUD/CHF,SELL,eligibility,2026-09-09 12:31:48,PENDING,
135,42,A_control,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-18 08:31:24
136,42,B_conf6_rr15,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-18 08:31:24
137,42,C_grade_based,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-18 08:31:24
138,42,D_no_da,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-18 08:31:24
139,42,E_no_dd_gate,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-18 08:31:24
140,42,F_sentiment_only,GBP/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-18 08:31:24
142,43,B_conf6_rr15,USD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-18 08:31:24
144,43,D_no_da,USD/JPY,BUY,sizing,2026-09-09 12:31:48,SETTLED,2026-09-18 08:31:24
145,43,F_sentiment_only,USD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-18 08:31:24
146,44,A_control,NZD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-10 13:31:20
147,44,B_conf6_rr15,NZD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-10 13:31:20
148,44,C_grade_based,NZD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-10 13:31:20
149,44,D_no_da,NZD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-10 13:31:20
150,44,F_sentiment_only,NZD/JPY,BUY,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-10 13:31:20
151,45,A_control,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
152,45,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
153,45,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
154,45,D_no_da,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
155,45,E_no_dd_gate,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
156,45,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-09 12:31:48,SETTLED,2026-09-09 15:01:43
157,46,B_conf6_rr15,EUR/JPY,BUY,sizing,2026-09-09 18:22:54,PENDING,
158,46,D_no_da,EUR/JPY,BUY,sizing,2026-09-09 18:22:54,PENDING,
159,46,F_sentiment_only,EUR/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
160,47,A_control,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
161,47,B_conf6_rr15,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
162,47,C_grade_based,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
163,47,D_no_da,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
164,47,E_no_dd_gate,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
165,47,F_sentiment_only,CAD/JPY,BUY,eligibility,2026-09-09 18:22:54,PENDING,
166,48,A_control,GBP/NZD,SELL,eligibility,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
167,48,B_conf6_rr15,GBP/NZD,SELL,eligibility,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
168,48,C_grade_based,GBP/NZD,SELL,eligibility,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
169,48,D_no_da,GBP/NZD,SELL,eligibility,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
170,48,E_no_dd_gate,GBP/NZD,SELL,sizing,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
171,48,F_sentiment_only,GBP/NZD,SELL,eligibility,2026-09-09 18:22:54,SETTLED,2026-09-09 18:31:22
173,49,B_conf6_rr15,CHF/JPY,BUY,eligibility,2026-09-09 21:19:30,SETTLED,2026-09-11 15:02:12
175,49,D_no_da,CHF/JPY,BUY,sizing,2026-09-09 21:19:30,SETTLED,2026-09-11 15:02:12
176,49,E_no_dd_gate,CHF/JPY,BUY,sizing,2026-09-09 21:19:30,SETTLED,2026-09-11 15:02:12
177,49,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-09 21:19:30,SETTLED,2026-09-11 15:02:12
178,50,A_control,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
179,50,B_conf6_rr15,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
180,50,C_grade_based,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
181,50,D_no_da,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
182,50,E_no_dd_gate,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
183,50,F_sentiment_only,NZD/CHF,BUY,eligibility,2026-09-10 05:19:01,SETTLED,2026-09-10 13:31:20
184,51,A_control,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-15 07:01:37
185,51,B_conf6_rr15,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-15 07:01:37
186,51,C_grade_based,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-15 07:01:37
187,51,D_no_da,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-15 07:01:37
188,51,E_no_dd_gate,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-15 07:01:37
189,51,F_sentiment_only,NZD/CAD,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-15 07:01:37
190,52,A_control,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
191,52,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
192,52,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
193,52,D_no_da,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
194,52,E_no_dd_gate,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
195,52,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
196,53,A_control,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
197,53,B_conf6_rr15,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
198,53,C_grade_based,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
199,53,D_no_da,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
200,53,E_no_dd_gate,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
201,53,F_sentiment_only,AUD/CHF,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
202,54,A_control,USD/JPY,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
203,54,B_conf6_rr15,USD/JPY,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
204,54,C_grade_based,USD/JPY,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
205,54,D_no_da,USD/JPY,BUY,sizing,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
206,54,E_no_dd_gate,USD/JPY,BUY,sizing,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
207,54,F_sentiment_only,USD/JPY,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-18 08:01:29
208,55,A_control,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
209,55,B_conf6_rr15,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
210,55,C_grade_based,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
211,55,D_no_da,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
212,55,E_no_dd_gate,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
213,55,F_sentiment_only,NZD/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
214,56,A_control,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
215,56,B_conf6_rr15,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
216,56,C_grade_based,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
217,56,D_no_da,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
218,56,E_no_dd_gate,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
219,56,F_sentiment_only,NZD/CHF,BUY,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 13:31:20
221,57,B_conf6_rr15,CHF/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
223,57,D_no_da,CHF/JPY,BUY,sizing,2026-09-10 12:25:24,PENDING,
224,57,E_no_dd_gate,CHF/JPY,BUY,sizing,2026-09-10 12:25:24,PENDING,
225,57,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-10 12:25:24,PENDING,
226,58,A_control,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-16 01:01:35
227,58,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-16 01:01:35
228,58,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-16 01:01:35
229,58,D_no_da,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-16 01:01:35
230,58,E_no_dd_gate,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-16 01:01:35
231,58,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-16 01:01:35
232,59,A_control,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
233,59,B_conf6_rr15,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
234,59,C_grade_based,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
235,59,D_no_da,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
236,59,E_no_dd_gate,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
237,59,F_sentiment_only,GBP/NZD,SELL,eligibility,2026-09-10 12:25:24,SETTLED,2026-09-10 12:31:22
238,60,A_control,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
239,60,B_conf6_rr15,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
240,60,C_grade_based,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
241,60,D_no_da,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
242,60,E_no_dd_gate,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
243,60,F_sentiment_only,GBP/JPY,BUY,eligibility,2026-09-10 18:22:48,PENDING,
244,61,A_control,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
245,61,B_conf6_rr15,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
246,61,C_grade_based,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
247,61,D_no_da,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
248,61,E_no_dd_gate,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
249,61,F_sentiment_only,EUR/NZD,SELL,eligibility,2026-09-10 18:22:48,SETTLED,2026-09-10 18:31:28
250,62,A_control,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,SETTLED,2026-09-14 00:01:41
251,62,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,SETTLED,2026-09-14 00:01:41
252,62,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,SETTLED,2026-09-14 00:01:41
253,62,D_no_da,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,SETTLED,2026-09-14 00:01:41
254,62,E_no_dd_gate,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,SETTLED,2026-09-14 00:01:41
255,62,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-11 12:23:14,SETTLED,2026-09-14 00:01:41
256,63,A_control,AUD/CHF,SELL,eligibility,2026-09-11 12:23:14,PENDING,
257,63,B_conf6_rr15,AUD/CHF,SELL,eligibility,2026-09-11 12:23:14,PENDING,
